3.84245	-0.229868	-1.89214	-0.563835	3.7609	-0.2433	3.998	-0.2518	-0.9646	-0.2639
3.39134	-0.290361	-1.15307	-0.110657	3.53518	-0.274171	3.606	-0.3298	-0.99	-0.1409
3.28088	-0.258932	-0.157258	0.123049	3.3459	-0.2527	3.2072	-0.358	-0.9999	-0.0157
2.9829	-0.479529	-0.766247	-0.593565	2.87688	-0.456009	2.8081	-0.3361	-0.994	0.1097
2.3571	-0.397002	-1.66729	0.380713	2.2954	-0.3541	2.4149	-0.2643	-0.9724	0.2334
2.03972	-0.206235	-0.524063	0.452133	2.06331	-0.18953	2.0337	-0.1437	-0.9354	0.3535
1.59569	0.161941	-1.17749	1.06721	1.5504	0.1922	1.6707	0.0236	-0.8838	0.4679
1.50486	0.423123	-0.428124	0.482546	1.73648	0.401094	1.3315	0.2352	-0.8181	0.575
1.12461	0.359934	-0.979509	-0.330029	1.0834	0.3136	1.0215	0.4875	-0.7396	0.673
1.13246	0.74665	-0.543885	0.852199	1.29807	1.31927	0.7456	0.7768	-0.6494	0.7604
0.73942	1.20306	-1.07663	1.28863	0.7072	1.2212	0.5081	1.0983	-0.549	0.8358
0.301413	1.56497	-1.0683	1.05727	0.271612	1.41385	0.3128	1.4471	-0.4399	0.898
0.0705426	1.84546	-0.386602	0.624646	0.1007	1.8189	0.1627	1.8176	-0.3239	0.9461
0.062244	1.99831	-0.0157234	0.715279	0.0519555	1.77294	0.0603	2.204	-0.2028	0.9792
4.93555e-05	2.34604	-0.201309	0.889677	-0.0085	2.3579	0.0071	2.6002	-0.0785	0.9969
