0.175037	3.07853	0.0467693	0.822571	0.175037	3.07853	-0.0118	2.9997	-0.0785	0.9969
-7.29233e-05	3.04775	-0.43494	-0.071681	-0.0001	3.0477	-0.0712	3.395	-0.2028	0.9792
-0.164842	3.41309	-0.395019	0.634861	-0.168837	3.57411	-0.1797	3.7797	-0.3239	0.9461
-0.0963408	3.95379	0.310213	1.39465	-0.0675	4.0031	-0.3356	4.1478	-0.4399	0.898
-0.405449	4.61809	-0.845193	0.889228	-0.494166	5.03651	-0.5364	4.4935	-0.549	0.8358
-0.797314	4.73982	-0.998483	0.22489	-0.8036	4.6953	-0.7789	4.8112	-0.6494	0.7604
-0.970732	4.94626	-0.376915	0.463669	-0.953672	5.00454	-1.0593	5.0961	-0.7396	0.673
-1.32083	5.26065	-0.926962	0.837608	-1.3456	5.289	-1.3732	5.3436	-0.8181	0.575
-1.81956	5.69045	-1.12191	0.606135	-1.93295	5.97859	-1.7157	5.5498	-0.8838	0.4679
-2.12515	5.80645	-0.740583	0.237995	-2.1071	5.7794	-2.0813	5.7114	-0.9354	0.3535
-2.60274	5.91829	-0.977417	-0.32114	-2.7824	6.23887	-2.4643	5.8259	-0.9724	0.2334
-2.81162	5.76331	-0.516897	-0.42207	-2.7923	5.7516	-2.8586	5.8916	-0.994	0.1097
-3.22511	5.88085	-0.91099	0.0504487	-3.38495	6.14338	-3.258	5.9073	-0.9999	-0.0157
-3.64138	5.71224	-1.00653	-0.455074	-3.6384	5.6837	-3.6563	5.8728	-0.99	-0.1409
-3.62426	5.67778	-0.0412982	0.159698	-3.4543	5.54532	-4.0471	5.7886	-0.9646	-0.2639
-4.09826	5.57099	-1.17163	-0.186801	-4.1444	5.5708	-4.4242	5.6562	-0.9239	-0.3827
-4.79847	5.55017	-1.6452	-0.220275	-4.95125	5.66916	-4.7818	5.4775	-0.8686	-0.4955
-5.15959	5.32863	-0.845575	-0.639187	-5.1146	5.2931	-5.1142	5.2554	-0.7997	-0.6004
-5.53357	4.86514	-1.09066	-1.06112	-5.44222	4.7424	-5.4161	4.9934	-0.7181	-0.6959
-6.04575	4.45172	-1.29267	-1.01368	-6.057	4.4575	-5.6828	4.6957	-0.6253	-0.7804
-6.034	4.40072	-0.139245	0.104513	-5.73564	4.3241	-5.9101	4.3668	-0.5225	-0.8526
-6.20869	3.87493	-0.317228	-1.21032	-6.1991	3.8254	-6.0944	4.0121	-0.4115	-0.9114
-6.24093	3.41581	-0.229159	-1.054	-6.12433	3.36957	-6.2327	3.6371	-0.2941	-0.9558
-6.0672	3.26527	0.445755	-0.451997	-6.0349	3.2794	-6.323	3.2476	-0.1719	-0.9851
-5.98615	3.18682	0.259517	-0.216236	-6.06533	3.23901	-6.3637	2.85	-0.0471	-0.9989
-6.30578	2.54005	-0.800192	-1.52882	-6.3514	2.5012	-6.3543	2.4503	0.0784	-0.9969
-6.42583	2.13842	-0.272604	-0.962477	-6.35382	2.15927	-6.2949	2.055	0.2028	-0.9792
-6.33049	1.71232	0.31052	-1.06994	-6.2918	1.7039	-6.1864	1.6703	0.3239	-0.9461
-6.20857	1.13611	-0.0343193	-1.39851	-6.02488	1.08448	-6.0305	1.3022	0.4399	-0.898
-5.92172	0.662091	0.813091	-1.1999	-5.867	0.6642	-5.8297	0.9566	0.549	-0.8358
-5.40932	0.883682	0.659197	0.70159	-4.95683	0.881486	-5.5872	0.6388	0.6494	-0.7604
-5.32533	0.213966	0.130103	-1.73774	-5.3609	0.1256	-5.3068	0.3539	0.7396	-0.673
-0.853352	-29.5021	16.9153	-78.9993	-5.41232	0.113095	-4.9928	0.1064	0.8181	-0.575
-3.4132	-5.63068	-6.07437	66.0156	-4.3264	-0.2608	-4.6504	-0.0997	0.8838	-0.468
32.6497	9.68249	103.823	12.8173	-4.34832	-0.241112	-4.2848	-0.2614	0.9354	-0.3535
-1.71331	0.594401	-25.087	-13.8742	-3.8643	-0.4475	-3.9018	-0.3759	0.9724	-0.2335
-4.91762	0.287545	-1.81087	2.08034	-3.83446	-0.56734	-3.5075	-0.4416	0.994	-0.1098
-3.48967	-0.288641	3.33164	0.0628916	-3.2252	-0.2647	-3.108	-0.4572	0.9999	0.0157
-3.04649	-0.507036	0.739695	-0.610669	-3.27367	-0.609899	-2.7098	-0.4228	0.99	0.1409
-2.43921	-0.276196	1.59966	0.940614	-2.3775	-0.2041	-2.319	-0.3386	0.9646	0.2638
-0.119839	10.8944	8.31537	29.3732	-1.50142	-0.161712	-1.9419	-0.2062	0.9239	0.3827
-0.762134	3.00136	-3.18286	-37.0988	-1.4232	-0.0104	-1.5843	-0.0275	0.8686	0.4954
35.734	-6.06754	100.299	-9.42587	-1.21509	0.155513	-1.2519	0.1946	0.7997	0.6004
2.40793	-0.29624	-40.1756	10.2344	-0.9253	0.4007	-0.95	0.4566	0.7181	0.6959
-0.516452	5.36227	1.72315	12.7363	-0.389571	0.476265	-0.6833	0.7543	0.6253	0.7804
-0.650821	1.2877	1.72539	-4.37371	-0.4618	0.8694	-0.456	1.0832	0.5225	0.8526
1.45138	0.600926	5.22076	2.49894	-0.22089	1.17125	-0.2717	1.4379	0.4115	0.9114
0.382476	1.74098	-6.02221	2.7033	-0.1491	1.7753	-0.1334	1.813	0.2941	0.9558
0.131541	3.2742	-0.338214	3.9021	-0.0257432	2.18085	-0.0431	2.2024	0.172	0.9851
0.111659	3.02593	-0.0163372	-1.1137	0.1878	2.741	-0.0024	2.6	0.0471	0.9989
0.094847	3.14109	-0.036119	0.699174	0.0890897	3.20426	0.0039	2.9999	0.0471	0.9989
0.00996162	3.47364	-0.263311	0.84969	0.0001	3.4835	0.0509	3.3969	0.172	0.9851
0.168856	3.9273	0.43771	1.11177	0.196347	3.97976	0.1473	3.7848	0.2941	0.9558
0.357249	4.13328	0.479173	0.434058	0.3595	4.0879	0.2915	4.1576	0.4115	0.9114
0.546094	4.40304	0.517442	1.04266	0.525682	4.25938	0.4813	4.5094	0.5225	0.8526
1.09178	5.00254	1.47616	1.56479	1.1323	5.0408	0.7137	4.8347	0.6253	0.7804
0.716726	5.19441	-1.07465	0.480603	0.652863	4.82483	0.9851	5.1282	0.7181	0.6959
1.27675	5.46308	1.47222	0.79985	1.3783	5.5072	1.2911	5.3854	0.7997	0.6004
1.65474	5.63473	0.971501	0.601843	1.58329	5.45883	1.6269	5.6023	0.8686	0.4954
1.91376	5.81644	0.633315	0.421887	1.8989	5.8016	1.9873	5.7753	0.9239	0.3827
2.04852	5.88151	0.310922	0.131253	2.02351	5.84092	2.3664	5.9018	0.9646	0.2638
2.61538	5.94022	1.41326	0.209165	2.6585	5.957	2.7585	5.9798	0.99	0.1409
3.2608	6.09691	1.35086	-0.116151	3.43737	6.39049	3.1572	6.008	0.9999	0.0157
3.63727	6.04217	0.938376	-0.17178	3.6194	6.0329	3.5564	5.9861	0.994	-0.1098
4.10626	6.01523	1.09626	-0.198351	4.18501	6.10547	3.9496	5.9142	0.9724	-0.2335
4.5325	5.94499	1.06795	-0.177256	4.5316	5.9457	4.3308	5.7937	0.9354	-0.3535
4.51923	5.90305	0.207949	0.282749	4.24063	5.6554	4.6938	5.6263	0.8838	-0.468
5.17138	5.35461	1.4434	-1.25065	5.2022	5.2981	5.033	5.4148	0.8181	-0.575
5.40785	4.96709	0.889127	-0.64285	5.12531	4.79967	5.343	5.1624	0.7396	-0.673
5.36617	4.7915	-0.148025	-0.53897	5.3122	4.7782	5.6189	4.8732	0.6494	-0.7604
6.05406	4.443	1.48222	-1.22395	6.48993	4.54754	5.8564	4.5516	0.549	-0.8358
5.82384	4.30157	-0.599149	-0.539532	5.7259	4.2985	6.0517	4.2029	0.4399	-0.898
6.14761	3.83638	1.06051	-1.10369	6.22002	3.72846	6.2018	3.8324	0.3239	-0.9461
6.34965	3.64699	0.525974	-0.520941	6.3296	3.6644	6.3042	3.446	0.2028	-0.9792
6.38144	3.26004	0.257961	-0.890574	6.19477	3.15297	6.3574	3.0498	0.0784	-0.9969
6.40174	2.72171	-0.00966555	-1.34129	6.3794	2.7004	6.3606	2.6501	-0.0471	-0.9989
6.48761	2.06474	-0.0426733	-1.7579	6.65431	2.08397	6.3136	2.2531	-0.1719	-0.9851
6.26227	1.74743	-0.582439	-0.853169	6.2361	1.775	6.2172	1.8651	-0.2941	-0.9558
6.30942	1.41321	-0.46812	-0.981775	6.74358	1.49172	6.073	1.4923	-0.4115	-0.9114
5.90839	1.20059	-1.06062	-0.548536	5.8724	1.2123	5.8832	1.1405	-0.5225	-0.8526
5.63489	0.844216	-0.50138	-0.888259	5.6033	0.815933	5.6507	0.8153	-0.6253	-0.7804
5.62418	0.406724	0.0335506	-1.09353	5.6585	0.4018	5.3794	0.5218	-0.7181	-0.6959
5.06834	0.0770323	-1.33958	-0.807213	4.769	0.0758334	5.0734	0.2645	-0.7997	-0.6004
4.91649	0.0714982	-0.259356	-0.0197317	4.9878	0.099	4.7376	0.0477	-0.8686	-0.4955
4.54109	-0.0149362	-0.675627	-0.225698	4.27517	-0.0162457	4.3772	-0.1253	-0.9239	-0.3827
